"glyph_id","char","status","note"
"707","壊","confirmed","visual/context 破壊"
"713","外","confirmed","visual/context 以外"
"720","確","confirmed","visual/context 接続を確認"
"744","含","confirmed","visual/context 味方含む"
"816","兄","confirmed","visual/context お兄ちゃん"
"846","後","confirmed","visual/context 最後/後攻/後退"
"862","考","confirmed","visual/context 考える"
"873","今","confirmed","visual/context 今こそ/今度こそ"
"912","属","confirmed","visual/context 無属性"
"1016","生","confirmed","visual/context 生と死/生命"
"1058","増","confirmed","visual/context 増えます"
"1075","対","confirmed","visual/context 対決/対ビーム"
"1097","知","confirmed","visual/context 思い知る/恐れを知らぬ"
"1114","通","confirmed","visual/context 通用/思った通り"
"1159","認","confirmed","visual/context 確認"
"1168","破","confirmed","visual/context 破壊/撃破"
"1186","彼","confirmed","visual/context 彼ら"
"1196","夫","confirmed","visual/context 大丈夫"
"1230","砲","confirmed","visual/context バルカン砲"
"1237","僕","confirmed","visual/context 僕の方が/僕に力を"
"1277","与","confirmed","visual/context ダメージを与えます"
"1285","落","confirmed","visual/context 落ちる/落ちろ"
"1306","連","confirmed","visual/context 連装ミサイル"
"1473","河","confirmed","visual/context 銀河帝国 and 銀河の果て"
"1639","倍","confirmed","visual/context 2倍"
"316","固","confirmed","visual/context 固有/固定-like contexts"
"317","御","confirmed","visual/context 制御回路/姿勢制御/制御室"
"321","復","confirmed","visual/context 回復"
"378","自","confirmed","visual/context 自爆/自分"
"444","甲","confirmed","visual/context 装甲"
"471","佐","confirmed","visual/context 大佐/中佐"
"579","変","confirmed","visual/context 変形"
"580","形","confirmed","visual/context 変形"
"584","分","confirmed","visual/context 自分/HP分/分離"
"585","離","confirmed","visual/context 分離/射程距離外"
"597","話","confirmed","visual/context 話ができる/お話中"
"654","悪","confirmed","visual/context 悪意/悪しき/悪かった"
"693","下","confirmed","visual/context 能力を下げます/落下"
"706","解","confirmed","visual/context 理解/了解"
"782","距","confirmed","visual/context 射程距離外"
"915","事","confirmed","visual/context どういう事/たいした事"
"1040","狙","confirmed","visual/context 狙ってきます"
"1294","隣","confirmed","visual/context 隣接"
"363","不","confirmed","visual/context 不可能/不利"
"387","信","confirmed","visual/context 信じる"
"388","頼","confirmed","visual/context 頼む/頼り"
"402","覚","confirmed","visual/context 覚えた/覚悟"
"420","変","confirmed","visual/context 変化なし/変だ"
"470","場","confirmed","visual/context 場合/戦場"
"480","早","confirmed","visual/context 早い/早かった"
"483","博","confirmed","visual/context 博士"
"499","向","confirmed","visual/context 方向/向いて"
"516","勝","confirmed","visual/context 勝てない/勝ち"
"518","子","confirmed","visual/context 粒子砲"
"532","万","confirmed","visual/context 万丈/万事/万が一"
"577","待","confirmed","visual/context 待ちなさい/待って"
"591","強","confirmed","visual/context 強化L1"
"614","弾","confirmed","visual/context 弾切れ/被弾状況"
"639","的","confirmed","visual/context 作戦目的/的確"
"642","目","confirmed","visual/context 作戦目的/勝ち目"
"643","利","confirmed","visual/context 勝利/不利"
"668","違","confirmed","visual/context 違う/間違い"
"705","会","confirmed","visual/context お会いする/また会おう"
"731","感","confirmed","visual/context 感じる"
"771","急","confirmed","visual/context 急げ"
"790","況","confirmed","visual/context 被弾状況"
"824","圏","confirmed","visual/context 地球圏/大気圏"
"836","現","confirmed","visual/context 出現/現れた"
"837","言","confirmed","visual/context 言ってる/と言う"
"878","尉","confirmed","visual/context 大尉/中尉"
"891","殺","confirmed","visual/context 殺す/殺して"
"919","持","confirmed","visual/context 持つ/持たない"
"942","受","confirmed","visual/context 受け入れよ"
"962","緒","confirmed","visual/context 一緒"
"969","少","confirmed","visual/context 少し/少女"
"986","状","confirmed","visual/context 被弾状況"
"996","心","confirmed","visual/context 心配/心得/安心/中心地"
"1085","誰","confirmed","visual/context 誰にも/誰が"
"1093","団","confirmed","visual/context 軍団/BF団"
"1138","倒","confirmed","visual/context 倒せる/倒さず"
"1146","逃","confirmed","visual/context 逃げる"
"1149","同","confirmed","visual/context 同じ/同時"
"1174","配","confirmed","visual/context 支配下"
"1202","負","confirmed","visual/context 負ける"
"1251","滅","confirmed","visual/context 全滅/破滅"
"1258","問","confirmed","visual/context 問答無用/問題"
"364","可","confirmed","visual/context 可能/不可能"
"412","情","confirmed","visual/context 情けない/情報"
"414","再","confirmed","visual/context 再動/再び/再来"
"421","化","confirmed","visual/context 変化なし/強化"
"502","明","confirmed","visual/context 明日/説明/明神/孔明/不明機"
"534","結","confirmed","visual/context 結果"
"544","児","confirmed","visual/context 甲児"
"605","界","confirmed","visual/context 世界/限界"
"629","備","confirmed","visual/context 装備"
"667","異","confirmed","visual/context 異常"
"712","開","confirmed","visual/context 開始/開け"
"729","完","confirmed","visual/context 完全回避/完了"
"754","帰","confirmed","visual/context 帰る/帰さぬ"
"781","許","confirmed","visual/context 許さん/許せない"
"804","近","confirmed","visual/context 近づく"
"850","光","confirmed","visual/context 光子力/破壊光線/熱光線"
"887","在","confirmed","visual/context 存在/健在/自在"
"888","財","confirmed","visual/context ロームフェラ財団"
"901","始","confirmed","visual/context 始動/始める"
"906","支","confirmed","visual/context 支配下"
"923","失","confirmed","visual/context 失敗/失礼/消え失せろ"
"925","実","confirmed","visual/context 実力/実戦"
"937","守","confirmed","visual/context 守る"
"961","所","confirmed","visual/context こんな所/お望みの所"
"964","助","confirmed","visual/context 助けて"
"982","乗","confirmed","visual/context 乗る/同乗者"
"1008","世","confirmed","visual/context 世界"
"1010","成","confirmed","visual/context 成功/賛成/完成/達成"
"1069","存","confirmed","visual/context 生存"
"1071","他","confirmed","visual/context 他の武器/他に"
"1079","代","confirmed","visual/context 代わりに/時代"
"1080","題","confirmed","visual/context 問題"
"1082","叩","confirmed","visual/context 叩きつぶす"
"1101","着","confirmed","visual/context 落ち着け/装着/決着"
"1109","追","confirmed","visual/context 追撃"
"1113","追","confirmed","visual/context 追う/追い詰める"
"1167","派","confirmed","visual/context 流派/派手"
"1208","物","confirmed","visual/context 生物/建物"
"1216","別","confirmed","visual/context 特別/無差別/性別/別れ"
"1226","報","confirmed","visual/context 報告/情報"
"1228","放","confirmed","visual/context 火炎放射器/放っておけ/地球解放戦線機構"
"1244","未","confirmed","visual/context 未来"
"1287","立","confirmed","visual/context 立つ/立てる"
"1311","和","confirmed","visual/context 平和"
"355","線","confirmed","visual chart/context 線路/水平線/防衛線"
"522","員","confirmed","visual chart/context 全員/戦闘員"
"863","降","confirmed","visual chart/context 急降下/降伏"
"1095","男","confirmed","visual chart/context 男なら/最強の男"
"498","日","confirmed","visual chart/context 今日/流星が落ちた日"
"1161","念","confirmed","visual chart/context 残念/観念"
"1160","年","confirmed","visual chart/context 100年早い"
"854","好","confirmed","visual chart/context 好き勝手"
"1046","想","confirmed","visual chart/context 理想/予想"
"599","調","confirmed","visual chart/context 調べる/調子/調整"
"438","真","confirmed","visual chart/context 真・ゲッター/真マッハ"
"593","数","confirmed","visual chart/context 弾数/ターン数"
"1236","望","confirmed","visual chart/context 望む/希望/お望み"
"908","止","confirmed","visual chart/context 止める/停止"
"743","関","confirmed","visual chart/context 対空機関砲"
"839","呼","confirmed","visual chart/context 呼ぶ/お呼び"
"1200","姉","confirmed","visual chart/context 姉さん/お姉さま/姉上"
"395","運","confirmed","visual chart/context 運動性/運命"
"424","敗","confirmed","visual chart/context 失敗"
"747","危","confirmed","visual chart/context 危ない/危なかった"
"746","願","confirmed","visual chart/context お願い/願おう"
"1049","争","confirmed","visual chart/context 戦争/争い"
"570","定","confirmed","visual chart/context 決定/設定; duplicate slot"
"1098","置","confirmed","visual chart/context 修理装置"
"582","得","confirmed","visual chart/context 得る/得意/説得"
"541","葉","confirmed","visual chart/context 葉月博士/言葉"
"449","令","confirmed","visual chart/context 命令/指令"
"1072","多","confirmed","visual chart/context 多弾頭/多連"
"510","介","confirmed","visual chart/context 大介/宇門大介"
"1094","対","confirmed","visual chart/context 対空砲; duplicate slot"
"383","集","confirmed","visual chart/context 集中/集束"
"936","取","confirmed","visual chart/context 取る/受け取る/手間取る"
"762","義","confirmed","visual chart/context 正義/主義/大義"
"401","身","confirmed","visual chart/context 分身/自身; duplicate slot"
"627","制","confirmed","visual chart/context 制限/制御/強制"
"959","準","confirmed","visual chart/context 準備"
"905","指","confirmed","visual chart/context 指定/指令"
"670","引","confirmed","visual chart/context 引きあげる/長引く"
"616","消","confirmed","visual chart/context 消す/消費/消滅"
"1030","絶","confirmed","visual chart/context 絶える/絶望/絶対"
"1077","態","confirmed","visual chart/context 状態/事態/実態"
"770","休","confirmed","visual chart/context 休止/休む"
"1039","然","confirmed","visual chart/context 当然/全然/同然"
"931","邪","confirmed","visual chart/context 邪魔"
"633","内","confirmed","visual chart/context 以内/括弧内/射程内"
"807","苦","confirmed","visual chart/context 苦しい/苦しみ/ご苦労"
"1257","戻","confirmed","visual chart/context 戻る/戻って"
"536","羅","confirmed","visual chart/context 結城沙羅/沙羅"
"604","限","confirmed","visual chart/context 限界/限り"
"1012","整","confirmed","visual chart/context 調整/整備/整う"
"1295","類","confirmed","visual chart/context 人類/種類"
"523","諸","confirmed","visual chart/context 諸君"
"497","官","confirmed","visual chart/context 士官/長官/司令官"
"1123","撤","confirmed","visual chart/context 撤退"
"429","型","confirmed","visual chart/context 量産型/大型/小型"
"865","刻","confirmed","visual chart/context 一刻/切り刻む"
"1323","師","confirmed","visual chart/context 師匠"
"562","次","confirmed","visual chart/context 次のマップ/次で決まり"
"1009","勢","confirmed","visual chart/context 情勢/軍勢/勢い"
"1256","黙","confirmed","visual chart/context 黙って/黙れ"
"410","乱","confirmed","visual chart/context 反乱/混乱/かく乱"
"592","総","confirmed","visual chart/context 総攻撃/総員"
"1065","足","confirmed","visual chart/context 足りない/不足/足手まとい"
"232","m","confirmed","visual chart/context 120mm/50mm"
"738","甘","confirmed","visual chart/context 甘い"
"965","除","confirmed","visual chart/context 除く/排除"
"656","圧","confirmed","visual chart/context 圧倒的/制圧"
"954","重","confirmed","visual chart/context 反重力"
"247","ヴ","confirmed","visual chart/context ヴォイス/ヴァルキュリア"
"596","第","confirmed","visual chart/context 第08MS小隊/第一"
"860","構","confirmed","visual chart/context 構わん/構え/機構"
"935","主","confirmed","visual chart/context 主砲/主義"
"1284","絡","confirmed","visual chart/context 連絡"
"535","沙","confirmed","visual chart/context 結城沙羅"
"786","協","confirmed","visual chart/context 協力"
"847","悟","confirmed","visual chart/context 覚悟"
"396","脱","confirmed","visual chart/context 脱出"
"1275","予","confirmed","visual chart/context 予想/予測/最優先"
"998","申","confirmed","visual chart/context 申しわけ/申し上げる"
"1286","裏","confirmed","visual chart/context 裏切り"
"823","迎","confirmed","visual chart/context 迎え撃つ/迎撃"
"1220","返","confirmed","visual chart/context 返す/お返し/引き返す"
"651","設","confirmed","visual chart/context 設定/設計"
"716","各","confirmed","visual chart/context 各部/各砲"
"1102","仲","confirmed","visual chart/context 仲間"
"487","馬","confirmed","visual chart/context 司馬/流竜馬"
"381","加","confirmed","visual chart/context 追加/手加減"
"500","飛","confirmed","visual chart/context 飛行/飛べる"
"540","忍","confirmed","visual chart/context 藤原忍"
"967","匠","confirmed","visual chart/context 師匠"
"984","嬢","confirmed","visual chart/context お嬢様"
"1099","遅","confirmed","visual chart/context 遅い/遅すぎる"
"563","順","confirmed","visual chart/context 順調/手順"
"955","銃","confirmed","visual chart/context 機銃/銃身"
"695","価","confirmed","visual chart/context 価値/評価"
"1112","墜","confirmed","visual chart/context 撃墜/墜落"
"1147","頭","confirmed","visual chart/context 多弾頭/頭が痛い"
"1181","半","confirmed","visual chart/context 半分/半端/半日"
"1269","優","confirmed","visual chart/context 優先/優秀/優れる"
"1031","先","confirmed","visual chart/context 先生/優先/先攻"
"1665","遣","confirmed","visual chart/context 先遣/派遣"
"1064","測","confirmed","visual chart/context 予測/観測"
"948","秀","confirmed","visual chart/context 優秀"
"1191","美","confirmed","visual chart/context 美しい/美人"
"1516","抱","confirmed","visual chart/context 抱えて"
"673","噂","confirmed","visual chart/context 噂/噂通り"
"810","遇","confirmed","visual chart/context 遭遇"
"913","試","confirmed","visual chart/context 試作機/試す"
"921","耳","confirmed","visual chart/context 聞く耳/お耳"
"943","収","confirmed","visual chart/context 回収/収集"
"1078","退","confirmed","visual chart/context 撤退/退避/後退"
"1261","野","confirmed","visual chart/context 野望/野郎"
"1235","忘","confirmed","visual chart/context 忘れる/忘れぬ"
"1298","礼","confirmed","visual chart/context 礼/無礼/洗礼"
"441","鬼","confirmed","visual chart/context 百鬼/メカ鬼"
"1086","単","confirmed","visual chart/context 簡単/単純"
"626","組","confirmed","visual chart/context 組み合わせ/組織"
"1401","限","confirmed","visual chart/context 刻限; duplicate slot"
"546","教","confirmed","visual chart/context 教えてやろう"
"866","告","confirmed","visual chart/context 報告/勧告"
"1096","談","confirmed","visual chart/context 冗談/会談"
"1153","突","confirmed","visual chart/context 突入/突破/突撃"
"960","初","confirmed","visual chart/context 最初/初めて"
"622","格","confirmed","visual chart/context 格闘"
"315","活","confirmed","visual chart/context 復活/活動/活発"
"623","避","confirmed","visual chart/context 回避/退避"
"1290","粒","confirmed","visual chart/context 粒子"
"722","殿","confirmed","visual chart/context 殿下"
"1271","由","confirmed","visual chart/context 理由/不自由"
"820","計","confirmed","visual chart/context 設計/計算/合計"
"1158","任","confirmed","visual chart/context 任務/任せろ"
"564","表","confirmed","visual chart/context 表示/代表"
"1074","駄","confirmed","visual chart/context 無駄"
"630","選","confirmed","visual chart/context 選択"
"757","起","confirmed","visual chart/context 起こす/起動"
"1262","役","confirmed","visual chart/context 役に立つ"
"377","形","confirmed","visual chart/context 変形/地形; duplicate slot"
"658","安","confirmed","visual chart/context 安定/安全/安心"
"808","愚","confirmed","visual chart/context 愚か"
"832","険","confirmed","visual chart/context 危険"
"752","期","confirmed","visual chart/context 期待/最期"
"556","精","confirmed","visual chart/context 精神"
"1142","答","confirmed","visual chart/context 問答/答えなさい"
"1154","届","confirmed","visual chart/context 届かない"
"852","口","confirmed","visual chart/context 大口径"
"1296","例","confirmed","visual chart/context 例の"
"1330","遠","confirmed","visual chart/context 遠距離/遠すぎる"
"644","件","confirmed","visual chart/context 条件/件/用件"
"777","去","confirmed","visual chart/context 去る/去れ"
"788","恐","confirmed","visual chart/context 恐怖/恐ろしい"
"1087","探","confirmed","visual chart/context 探す/探る"
"207",":","confirmed","visual chart/context UI colon"
"465","公","confirmed","visual chart/context 主人公/公国"
"983","冗","confirmed","visual chart/context 冗談"
"581","説","confirmed","visual chart/context 説得/説明"
"849","交","confirmed","visual chart/context 交戦/交渉/絶交"
"857","抗","confirmed","visual chart/context 抵抗"
"1054","送","confirmed","visual chart/context 送る/輸送"
"702","過","confirmed","visual chart/context 経過/過重/過ぎる"
"815","係","confirmed","visual chart/context 関係/無関係/係員"
"680","援","confirmed","visual chart/context 応援/支援/援護"
"1310","郎","confirmed","visual chart/context 野郎"
